Customer ID,Age,Gender,Item Purchased,Category,Location,Size,Color,Purchase Amount (USD),Season,Review Rating,Subscription Status,Shipping Type,Promo Code Used,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
2090,37,Male,Jacket,Outerwear,Maryland,L,Gold,57,Spring,3.6,No,Free Shipping,No,No,41,Credit Card,Every 3 Months
2091,51,Male,Socks,Clothing,Massachusetts,S,Teal,71,Winter,3.4,No,Free Shipping,No,No,21,Debit Card,Monthly
2092,26,Male,Jeans,Clothing,Washington,XL,Beige,97,Fall,3,No,Next Day Air,No,No,24,Bank Transfer,Quarterly
2093,42,Male,Sandals,Footwear,Minnesota,M,Silver,45,Fall,2.6,No,Next Day Air,No,No,27,Bank Transfer,Weekly
2094,21,Male,Dress,Clothing,Washington,M,Maroon,91,Spring,4.2,No,Store Pickup,No,No,4,Debit Card,Annually
2095,53,Male,Socks,Clothing,South Carolina,M,Indigo,25,Spring,3.4,No,Standard,No,No,19,Venmo,Annually
2096,36,Male,Hoodie,Clothing,New Mexico,M,Gray,63,Fall,4,No,Store Pickup,No,No,1,Bank Transfer,Fortnightly
2097,21,Male,Dress,Clothing,North Carolina,L,Blue,52,Summer,4.7,No,Free Shipping,No,No,27,Debit Card,Annually
2098,33,Male,Sneakers,Footwear,Iowa,S,Cyan,43,Winter,3.9,No,Next Day Air,No,No,5,Credit Card,Weekly
2099,49,Male,T-shirt,Clothing,Louisiana,M,White,28,Summer,3.3,No,2-Day Shipping,No,No,20,Venmo,Quarterly
2100,31,Male,T-shirt,Clothing,Oklahoma,L,Green,78,Summer,2.9,No,Express,No,No,50,PayPal,Annually
2101,68,Male,Sweater,Clothing,Michigan,M,Silver,31,Spring,4.4,No,Free Shipping,No,No,36,Cash,Fortnightly
2102,49,Male,Shirt,Clothing,Oregon,M,Blue,23,Winter,3.6,No,Next Day Air,No,No,12,Bank Transfer,Bi-Weekly
2103,23,Male,Hat,Accessories,Idaho,M,Brown,25,Spring,4.5,No,Store Pickup,No,No,23,Cash,Monthly
2104,30,Male,Pants,Clothing,Indiana,S,Red,86,Summer,3.7,No,Store Pickup,No,No,21,Venmo,Weekly
2105,53,Male,Shoes,Footwear,New Mexico,M,Gold,88,Spring,2.8,No,Free Shipping,No,No,47,Venmo,Weekly
2106,65,Male,Gloves,Accessories,South Carolina,M,Silver,35,Spring,4.5,No,Free Shipping,No,No,38,Venmo,Bi-Weekly
2107,60,Male,Jewelry,Accessories,Vermont,M,Gray,34,Fall,4.4,No,Standard,No,No,40,Credit Card,Every 3 Months
2108,46,Male,Pants,Clothing,Delaware,M,Black,75,Winter,3.3,No,Standard,No,No,35,PayPal,Quarterly
2109,54,Male,Hoodie,Clothing,North Dakota,XL,Beige,46,Winter,4.2,No,Express,No,No,4,Credit Card,Quarterly
2110,59,Male,Jewelry,Accessories,California,L,Peach,31,Fall,2.7,No,Free Shipping,No,No,28,Venmo,Every 3 Months
2111,52,Male,Socks,Clothing,Montana,L,Cyan,93,Spring,3.9,No,Store Pickup,No,No,36,Debit Card,Every 3 Months
2112,41,Male,Sunglasses,Accessories,Missouri,XL,Pink,85,Spring,2.6,No,Free Shipping,No,No,15,Bank Transfer,Annually
2113,43,Male,Belt,Accessories,Tennessee,M,Lavender,68,Fall,4.5,No,2-Day Shipping,No,No,7,Cash,Fortnightly
2114,63,Male,Dress,Clothing,Virginia,M,Brown,40,Spring,2.7,No,Store Pickup,No,No,29,PayPal,Every 3 Months
2115,37,Male,Shirt,Clothing,Vermont,M,Magenta,51,Winter,2.9,No,Standard,No,No,12,Debit Card,Annually
2116,44,Male,Scarf,Accessories,Rhode Island,M,Violet,85,Winter,3.4,No,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly
2117,67,Male,Jacket,Outerwear,Kansas,M,Teal,23,Summer,2.9,No,Express,No,No,50,Debit Card,Bi-Weekly
2118,27,Male,Dress,Clothing,Colorado,L,Brown,28,Summer,3.8,No,Free Shipping,No,No,11,Debit Card,Annually
2119,60,Male,Socks,Clothing,Georgia,M,Olive,44,Fall,4.2,No,2-Day Shipping,No,No,28,Debit Card,Quarterly
2120,58,Male,Jewelry,Accessories,Nebraska,M,Indigo,57,Spring,3.5,No,Store Pickup,No,No,36,Venmo,Bi-Weekly
2121,53,Male,Scarf,Accessories,Missouri,S,Red,98,Fall,3.1,No,Next Day Air,No,No,38,PayPal,Quarterly
2122,43,Male,Backpack,Accessories,Alaska,M,Olive,68,Winter,3.5,No,2-Day Shipping,No,No,32,Bank Transfer,Monthly
2123,32,Male,Jacket,Outerwear,Virginia,L,Teal,36,Fall,4,No,Express,No,No,42,Debit Card,Weekly
2124,54,Male,Coat,Outerwear,Nebraska,L,Cyan,71,Spring,3.7,No,Express,No,No,22,Debit Card,Bi-Weekly
2125,47,Male,Skirt,Clothing,Rhode Island,M,Teal,60,Fall,4.2,No,Next Day Air,No,No,22,Venmo,Quarterly
2126,57,Male,Coat,Outerwear,New Hampshire,M,Beige,87,Fall,4.8,No,Store Pickup,No,No,31,PayPal,Quarterly
2127,63,Male,Shoes,Footwear,Alabama,XL,Magenta,38,Winter,4.1,No,Express,No,No,28,Credit Card,Monthly
2128,70,Male,Boots,Footwear,North Carolina,M,Indigo,45,Spring,4.5,No,2-Day Shipping,No,No,40,Debit Card,Weekly
2129,62,Male,Coat,Outerwear,New Mexico,L,Cyan,47,Fall,2.7,No,2-Day Shipping,No,No,21,PayPal,Weekly
2130,40,Male,Skirt,Clothing,Minnesota,L,Orange,57,Fall,2.8,No,Store Pickup,No,No,12,PayPal,Every 3 Months
2131,25,Male,Backpack,Accessories,Arizona,L,Violet,68,Summer,3.7,No,Free Shipping,No,No,33,Credit Card,Annually
2132,19,Male,Shorts,Clothing,Montana,M,Red,52,Fall,3.6,No,Express,No,No,9,Bank Transfer,Fortnightly
2133,25,Male,Skirt,Clothing,Vermont,M,Magenta,87,Fall,4.7,No,2-Day Shipping,No,No,15,Debit Card,Weekly
2134,21,Male,Hat,Accessories,Maine,M,Olive,34,Summer,3.8,No,Standard,No,No,13,Bank Transfer,Annually
2135,55,Male,Sandals,Footwear,Virginia,XL,Maroon,41,Winter,2.9,No,Standard,No,No,35,Credit Card,Fortnightly
2136,34,Male,Sunglasses,Accessories,California,S,Yellow,94,Winter,4.6,No,Next Day Air,No,No,1,Debit Card,Every 3 Months
2137,47,Male,Sunglasses,Accessories,New York,M,Red,93,Summer,2.8,No,Standard,No,No,25,Bank Transfer,Fortnightly
2138,27,Male,Socks,Clothing,Indiana,XL,Purple,51,Winter,4.6,No,2-Day Shipping,No,No,20,Credit Card,Every 3 Months
2139,67,Male,Sweater,Clothing,Mississippi,M,Teal,42,Fall,2.8,No,Next Day Air,No,No,36,Venmo,Quarterly
2140,40,Male,Boots,Footwear,New York,M,Red,95,Winter,3,No,Free Shipping,No,No,33,Cash,Weekly
2141,53,Male,Handbag,Accessories,New Mexico,M,Brown,90,Fall,3.7,No,Standard,No,No,36,Cash,Fortnightly
2142,24,Male,Dress,Clothing,Kentucky,M,Peach,98,Winter,4.1,No,2-Day Shipping,No,No,32,PayPal,Annually
2143,47,Male,Hat,Accessories,North Dakota,M,Maroon,39,Winter,4.3,No,Next Day Air,No,No,21,Venmo,Quarterly
2144,53,Male,Sandals,Footwear,Arkansas,L,Red,66,Fall,3.8,No,Next Day Air,No,No,48,Venmo,Bi-Weekly
2145,47,Male,Shoes,Footwear,Maryland,L,Orange,23,Winter,3.7,No,Free Shipping,No,No,25,PayPal,Quarterly
2146,38,Male,Skirt,Clothing,Connecticut,S,White,73,Winter,4.8,No,Standard,No,No,32,PayPal,Annually
2147,48,Male,Sunglasses,Accessories,Utah,XL,White,23,Summer,4.6,No,Standard,No,No,45,PayPal,Every 3 Months
2148,47,Male,Skirt,Clothing,Missouri,S,Charcoal,43,Fall,4.8,No,Standard,No,No,4,Cash,Fortnightly
2149,19,Male,T-shirt,Clothing,Nebraska,XL,Turquoise,45,Winter,4.6,No,2-Day Shipping,No,No,19,PayPal,Bi-Weekly
2150,38,Male,Sandals,Footwear,Hawaii,L,Orange,21,Winter,4,No,Standard,No,No,1,Bank Transfer,Weekly
2151,57,Male,Shirt,Clothing,Illinois,M,Orange,40,Spring,2.6,No,2-Day Shipping,No,No,12,Cash,Weekly
2152,70,Male,Jeans,Clothing,Vermont,L,Brown,58,Fall,2.6,No,2-Day Shipping,No,No,18,Venmo,Monthly
2153,38,Male,Shorts,Clothing,New Jersey,L,Magenta,48,Summer,4.5,No,Next Day Air,No,No,43,Bank Transfer,Bi-Weekly
2154,35,Male,Shirt,Clothing,Kentucky,M,Violet,94,Fall,4.2,No,Free Shipping,No,No,31,PayPal,Annually
2155,46,Male,Scarf,Accessories,Wyoming,M,Violet,74,Spring,3.4,No,Store Pickup,No,No,33,Cash,Every 3 Months
2156,32,Male,Handbag,Accessories,Hawaii,L,Yellow,51,Fall,3.7,No,Store Pickup,No,No,46,PayPal,Monthly
2157,38,Male,Skirt,Clothing,Missouri,M,Maroon,83,Winter,3.6,No,Next Day Air,No,No,41,Debit Card,Bi-Weekly
2158,41,Male,Handbag,Accessories,Mississippi,L,Turquoise,68,Winter,4,No,Next Day Air,No,No,41,Venmo,Fortnightly
2159,19,Male,Gloves,Accessories,Massachusetts,XL,Olive,84,Spring,4.6,No,Standard,No,No,9,Bank Transfer,Fortnightly
2160,18,Male,Shirt,Clothing,Louisiana,M,Peach,58,Fall,3,No,Free Shipping,No,No,34,Cash,Annually
2161,45,Male,Blouse,Clothing,West Virginia,L,Charcoal,92,Winter,3.3,No,Express,No,No,21,PayPal,Annually
2162,23,Male,Dress,Clothing,Washington,S,Peach,69,Summer,3.8,No,Express,No,No,5,Debit Card,Fortnightly
2163,60,Male,Shorts,Clothing,Oregon,S,Black,48,Summer,2.7,No,Free Shipping,No,No,32,PayPal,Weekly
2164,52,Male,Shoes,Footwear,New York,L,Gray,60,Spring,4.5,No,Express,No,No,44,Bank Transfer,Monthly
2165,42,Male,Sandals,Footwear,Iowa,S,Olive,20,Winter,4.8,No,Next Day Air,No,No,46,PayPal,Bi-Weekly
2166,29,Male,Pants,Clothing,Idaho,M,Turquoise,55,Summer,4.2,No,Express,No,No,42,Credit Card,Every 3 Months
2167,31,Male,Jacket,Outerwear,New Jersey,S,Purple,88,Spring,3.5,No,Express,No,No,50,Credit Card,Bi-Weekly
2168,30,Male,Skirt,Clothing,Ohio,L,Green,48,Winter,4.9,No,Standard,No,No,33,Venmo,Fortnightly
2169,23,Male,Handbag,Accessories,Connecticut,M,Beige,74,Spring,4.1,No,Next Day Air,No,No,32,Cash,Quarterly
2170,31,Male,Coat,Outerwear,Florida,M,Brown,42,Fall,2.9,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly
2171,40,Male,Sweater,Clothing,South Carolina,M,Turquoise,32,Fall,4,No,Next Day Air,No,No,37,Venmo,Every 3 Months
2172,39,Male,Shorts,Clothing,Missouri,M,Yellow,98,Summer,4.6,No,Store Pickup,No,No,9,Cash,Fortnightly
2173,28,Male,Skirt,Clothing,Rhode Island,S,Lavender,89,Fall,2.8,No,Store Pickup,No,No,6,PayPal,Fortnightly
2174,23,Male,Gloves,Accessories,Delaware,S,Cyan,97,Summer,5,No,2-Day Shipping,No,No,36,Venmo,Quarterly
2175,42,Male,Backpack,Accessories,Colorado,S,Olive,49,Spring,2.9,No,Store Pickup,No,No,1,Cash,Annually
2176,68,Male,Dress,Clothing,Nebraska,M,Silver,50,Spring,3.3,No,Free Shipping,No,No,48,Credit Card,Fortnightly
2177,24,Male,Belt,Accessories,Vermont,S,Red,91,Winter,3.4,No,2-Day Shipping,No,No,44,Debit Card,Quarterly
2178,24,Male,Gloves,Accessories,Montana,XL,Green,93,Winter,3,No,Express,No,No,9,PayPal,Bi-Weekly
2179,21,Male,Jewelry,Accessories,Florida,M,Gold,98,Summer,4.7,No,Standard,No,No,32,Venmo,Annually
2180,49,Male,Socks,Clothing,Delaware,L,Lavender,82,Fall,2.9,No,Next Day Air,No,No,14,PayPal,Monthly
2181,41,Male,Coat,Outerwear,Connecticut,M,Yellow,37,Summer,4.1,No,Store Pickup,No,No,43,Cash,Quarterly
2182,22,Male,Handbag,Accessories,Hawaii,M,Black,63,Fall,3.2,No,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly
2183,42,Male,Blouse,Clothing,New Mexico,M,Maroon,99,Winter,2.7,No,Store Pickup,No,No,26,Venmo,Bi-Weekly
2184,30,Male,Shorts,Clothing,Kansas,M,Maroon,37,Spring,4.7,No,Store Pickup,No,No,2,Cash,Monthly
2185,38,Male,Shoes,Footwear,Nevada,S,Gold,34,Spring,3.2,No,Free Shipping,No,No,16,PayPal,Every 3 Months
2186,40,Male,Shorts,Clothing,North Carolina,M,Violet,32,Winter,2.5,No,Express,No,No,50,Debit Card,Every 3 Months
2187,55,Male,Sandals,Footwear,New Mexico,XL,Teal,23,Winter,4.3,No,Next Day Air,No,No,6,PayPal,Every 3 Months
2188,37,Male,Blouse,Clothing,Idaho,M,Violet,78,Spring,4.4,No,Free Shipping,No,No,20,PayPal,Annually
2189,41,Male,Coat,Outerwear,California,M,Brown,54,Winter,4.7,No,Next Day Air,No,No,9,Credit Card,Weekly
2190,38,Male,Blouse,Clothing,Wisconsin,XL,Brown,94,Fall,4,No,Express,No,No,47,Credit Card,Bi-Weekly
2191,42,Male,Belt,Accessories,Alaska,S,Maroon,75,Spring,4.6,No,Express,No,No,33,Credit Card,Annually
2192,26,Male,Blouse,Clothing,Pennsylvania,S,Maroon,69,Summer,3.8,No,Next Day Air,No,No,46,Cash,Bi-Weekly
2193,41,Male,Scarf,Accessories,Virginia,L,Yellow,35,Winter,3.2,No,Next Day Air,No,No,9,Credit Card,Monthly
2194,27,Male,Shirt,Clothing,California,L,Turquoise,78,Spring,5,No,Express,No,No,8,PayPal,Monthly
2195,61,Male,Socks,Clothing,Kentucky,M,Silver,29,Summer,3.5,No,Standard,No,No,48,Bank Transfer,Quarterly
2196,58,Male,Jeans,Clothing,New York,M,Brown,62,Fall,3.7,No,Next Day Air,No,No,2,Cash,Monthly
2197,25,Male,Dress,Clothing,Vermont,M,Gray,58,Spring,4.8,No,Next Day Air,No,No,31,PayPal,Weekly
2198,33,Male,Boots,Footwear,Pennsylvania,M,Indigo,88,Summer,3.7,No,2-Day Shipping,No,No,40,Venmo,Monthly
2199,57,Male,Scarf,Accessories,New York,L,Turquoise,80,Summer,3.5,No,Free Shipping,No,No,35,Venmo,Monthly
2200,39,Male,Scarf,Accessories,North Carolina,M,Maroon,47,Summer,4.9,No,Store Pickup,No,No,40,Debit Card,Monthly
2201,60,Male,Gloves,Accessories,Wyoming,L,Charcoal,51,Summer,4.7,No,Next Day Air,No,No,27,Debit Card,Every 3 Months
2202,39,Male,Pants,Clothing,Ohio,L,Peach,25,Spring,4.9,No,2-Day Shipping,No,No,10,Venmo,Annually
2203,42,Male,Dress,Clothing,Alabama,M,Red,36,Summer,4.3,No,Next Day Air,No,No,23,Credit Card,Weekly
2204,53,Male,Dress,Clothing,Rhode Island,M,Indigo,79,Winter,3.1,No,Free Shipping,No,No,32,Cash,Quarterly
2205,20,Male,Jeans,Clothing,Oregon,S,Lavender,41,Winter,3.4,No,2-Day Shipping,No,No,6,Debit Card,Monthly
2206,46,Male,Sweater,Clothing,North Dakota,XL,Red,68,Fall,2.7,No,Express,No,No,27,PayPal,Weekly
2207,46,Male,Sandals,Footwear,Illinois,L,Green,51,Spring,2.6,No,Store Pickup,No,No,25,Bank Transfer,Fortnightly
2208,69,Male,Handbag,Accessories,New Mexico,M,Gray,38,Fall,2.9,No,Next Day Air,No,No,11,Credit Card,Annually
2209,28,Male,Scarf,Accessories,Colorado,XL,Violet,46,Summer,2.7,No,2-Day Shipping,No,No,23,PayPal,Monthly
2210,42,Male,Sandals,Footwear,Utah,XL,Beige,20,Summer,4.5,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly
2211,30,Male,Sunglasses,Accessories,Virginia,M,Orange,25,Summer,3.1,No,Store Pickup,No,No,35,PayPal,Fortnightly
2212,50,Male,Sweater,Clothing,Maine,L,Purple,89,Winter,3.2,No,Free Shipping,No,No,45,Debit Card,Every 3 Months
2213,59,Male,Pants,Clothing,Nebraska,M,Brown,77,Winter,3.3,No,Next Day Air,No,No,22,Bank Transfer,Quarterly
2214,54,Male,Hat,Accessories,Hawaii,M,Maroon,94,Fall,2.9,No,Express,No,No,18,Debit Card,Quarterly
2215,50,Male,Belt,Accessories,Idaho,L,Gold,100,Fall,4.1,No,Standard,No,No,20,Debit Card,Weekly
2216,25,Male,Sandals,Footwear,West Virginia,M,Indigo,96,Winter,2.7,No,Express,No,No,28,Credit Card,Fortnightly
2217,41,Male,Pants,Clothing,Vermont,XL,Silver,36,Winter,4,No,Store Pickup,No,No,15,Venmo,Bi-Weekly
2218,35,Male,Jewelry,Accessories,Indiana,XL,Red,27,Fall,2.6,No,Store Pickup,No,No,42,Bank Transfer,Fortnightly
2219,67,Male,Sunglasses,Accessories,Idaho,M,Magenta,67,Winter,3.5,No,Store Pickup,No,No,20,Debit Card,Quarterly
2220,33,Male,Blouse,Clothing,Minnesota,S,Purple,91,Fall,2.8,No,Store Pickup,No,No,16,Bank Transfer,Fortnightly
2221,19,Male,Belt,Accessories,Wyoming,XL,Beige,62,Fall,4.5,No,Store Pickup,No,No,47,Cash,Annually
2222,25,Male,Shorts,Clothing,Kansas,XL,White,88,Fall,3,No,Free Shipping,No,No,34,Credit Card,Annually
2223,32,Male,Pants,Clothing,Georgia,M,Teal,66,Summer,4.4,No,Store Pickup,No,No,30,Credit Card,Weekly
2224,30,Male,Sandals,Footwear,Kansas,M,Gray,65,Fall,4.7,No,Next Day Air,No,No,5,PayPal,Quarterly
2225,18,Male,Gloves,Accessories,Nebraska,L,Charcoal,25,Winter,4.3,No,Standard,No,No,38,Cash,Quarterly
2226,38,Male,Belt,Accessories,Washington,S,Olive,64,Spring,4.8,No,Free Shipping,No,No,18,Credit Card,Annually
2227,22,Male,Shirt,Clothing,Missouri,L,Blue,72,Spring,4.8,No,Store Pickup,No,No,28,Cash,Annually
2228,40,Male,Scarf,Accessories,Washington,S,Gray,74,Summer,4.4,No,Next Day Air,No,No,42,Credit Card,Fortnightly
2229,54,Male,Gloves,Accessories,Kansas,M,Green,50,Fall,3.7,No,Free Shipping,No,No,5,Credit Card,Weekly
2230,70,Male,Pants,Clothing,Minnesota,M,Silver,97,Fall,3.9,No,Express,No,No,50,Venmo,Monthly
2231,52,Male,Sneakers,Footwear,Colorado,S,Teal,36,Spring,3.8,No,Express,No,No,33,Venmo,Fortnightly
2232,34,Male,Jacket,Outerwear,Utah,M,Beige,49,Fall,4.1,No,Store Pickup,No,No,1,Credit Card,Weekly
2233,65,Male,Shoes,Footwear,North Carolina,L,Lavender,64,Spring,4,No,Store Pickup,No,No,14,Cash,Fortnightly
2234,38,Male,Blouse,Clothing,Florida,XL,Gray,31,Summer,4.5,No,Express,No,No,48,Credit Card,Monthly
2235,35,Male,Boots,Footwear,New Hampshire,S,Yellow,66,Winter,4,No,Express,No,No,26,Cash,Weekly
2236,40,Male,Socks,Clothing,Illinois,M,Gray,82,Spring,4.5,No,2-Day Shipping,No,No,44,Credit Card,Annually
2237,23,Male,T-shirt,Clothing,Louisiana,M,Yellow,88,Winter,2.7,No,Standard,No,No,18,Debit Card,Fortnightly
2238,45,Male,Sandals,Footwear,Alabama,S,Black,34,Summer,3.8,No,Next Day Air,No,No,31,Venmo,Every 3 Months
2239,40,Male,Sneakers,Footwear,Florida,L,Beige,84,Winter,3.8,No,Standard,No,No,18,Debit Card,Weekly
2240,42,Male,Jewelry,Accessories,Alabama,L,Indigo,96,Summer,3.8,No,2-Day Shipping,No,No,41,Credit Card,Every 3 Months
2241,57,Male,Sandals,Footwear,California,L,Green,71,Winter,4.3,No,Next Day Air,No,No,18,Debit Card,Every 3 Months
2242,18,Male,Jacket,Outerwear,Maryland,M,Purple,77,Summer,3.5,No,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly
2243,18,Male,Skirt,Clothing,Nevada,M,Orange,66,Spring,3.8,No,Next Day Air,No,No,5,Credit Card,Bi-Weekly
2244,56,Male,Shirt,Clothing,Massachusetts,M,Teal,21,Winter,3.7,No,2-Day Shipping,No,No,13,Debit Card,Annually
2245,35,Male,Shorts,Clothing,South Carolina,M,Gold,37,Summer,4.8,No,2-Day Shipping,No,No,22,PayPal,Annually
2246,49,Male,Socks,Clothing,Delaware,L,Gray,90,Fall,4.9,No,Free Shipping,No,No,45,PayPal,Fortnightly
2247,49,Male,Jacket,Outerwear,Hawaii,M,Cyan,96,Fall,4.3,No,Store Pickup,No,No,39,PayPal,Every 3 Months
2248,34,Male,Jewelry,Accessories,Florida,L,Teal,37,Summer,4.4,No,Next Day Air,No,No,18,Venmo,Annually
2249,63,Male,T-shirt,Clothing,Rhode Island,M,Violet,66,Winter,3.4,No,Free Shipping,No,No,19,PayPal,Fortnightly
2250,42,Male,Gloves,Accessories,Wyoming,XL,Indigo,45,Spring,4.3,No,Next Day Air,No,No,29,Debit Card,Weekly
2251,41,Male,Shoes,Footwear,Colorado,L,Pink,89,Summer,4.6,No,Store Pickup,No,No,19,Credit Card,Weekly
2252,26,Male,Shoes,Footwear,Virginia,L,Gold,94,Fall,3.8,No,Free Shipping,No,No,22,Debit Card,Monthly
2253,48,Male,Shoes,Footwear,Nebraska,S,Maroon,96,Summer,3.9,No,Express,No,No,21,Bank Transfer,Annually
2254,62,Male,Hoodie,Clothing,Oklahoma,M,Brown,31,Spring,2.6,No,Store Pickup,No,No,22,PayPal,Monthly
2255,24,Male,Belt,Accessories,North Dakota,M,Gold,79,Winter,4.2,No,Store Pickup,No,No,44,PayPal,Every 3 Months
2256,48,Male,Coat,Outerwear,Michigan,L,Teal,39,Spring,4.6,No,Store Pickup,No,No,42,Bank Transfer,Quarterly
2257,31,Male,Blouse,Clothing,California,M,Turquoise,22,Fall,5,No,Standard,No,No,33,Credit Card,Quarterly
2258,41,Male,Skirt,Clothing,Tennessee,L,Olive,32,Fall,4.2,No,Standard,No,No,6,Bank Transfer,Annually
2259,24,Male,T-shirt,Clothing,Ohio,L,Cyan,71,Winter,4.3,No,Store Pickup,No,No,44,Credit Card,Every 3 Months
2260,60,Male,Jeans,Clothing,Florida,XL,Beige,96,Spring,3.3,No,Free Shipping,No,No,24,Cash,Annually
2261,38,Male,Scarf,Accessories,Missouri,M,Blue,82,Fall,4.9,No,Express,No,No,16,PayPal,Quarterly
2262,58,Male,Backpack,Accessories,South Carolina,L,Gold,76,Spring,4.4,No,Standard,No,No,12,Bank Transfer,Fortnightly
2263,53,Male,Backpack,Accessories,Arizona,M,Green,22,Winter,3.1,No,2-Day Shipping,No,No,50,PayPal,Monthly
2264,44,Male,Scarf,Accessories,Indiana,XL,Green,40,Winter,3.5,No,Store Pickup,No,No,42,Cash,Quarterly
2265,51,Male,Hat,Accessories,North Dakota,M,Turquoise,92,Summer,3.9,No,2-Day Shipping,No,No,50,PayPal,Monthly
2266,36,Male,Coat,Outerwear,Montana,XL,Yellow,94,Fall,3.9,No,Store Pickup,No,No,10,PayPal,Quarterly
2267,20,Male,Dress,Clothing,Missouri,M,Yellow,44,Fall,4.3,No,Store Pickup,No,No,32,Debit Card,Weekly
2268,32,Male,Gloves,Accessories,Kentucky,S,Blue,49,Spring,3.8,No,Express,No,No,37,Venmo,Weekly
2269,66,Male,Sweater,Clothing,Georgia,L,Charcoal,26,Spring,2.7,No,2-Day Shipping,No,No,15,Bank Transfer,Monthly
2270,49,Male,Skirt,Clothing,Kentucky,M,Yellow,38,Fall,4.4,No,Store Pickup,No,No,27,Credit Card,Annually
2271,27,Male,Blouse,Clothing,Georgia,L,Purple,72,Spring,3.5,No,Express,No,No,7,Venmo,Weekly
2272,29,Male,Dress,Clothing,Alaska,M,Green,99,Summer,3.4,No,Free Shipping,No,No,49,PayPal,Quarterly
2273,29,Male,Jacket,Outerwear,Maine,L,Charcoal,38,Spring,4,No,Standard,No,No,44,PayPal,Monthly
2274,55,Male,Coat,Outerwear,New Mexico,L,Silver,96,Winter,4.8,No,Express,No,No,13,PayPal,Bi-Weekly
2275,57,Male,Dress,Clothing,New York,L,Turquoise,27,Spring,4.5,No,Next Day Air,No,No,38,PayPal,Fortnightly
2276,29,Male,Shorts,Clothing,Oklahoma,M,Gray,24,Winter,4.4,No,Standard,No,No,10,Debit Card,Weekly
2277,31,Male,Jeans,Clothing,Wyoming,L,Red,82,Summer,4.1,No,2-Day Shipping,No,No,25,Debit Card,Weekly
2278,25,Male,Hat,Accessories,Alabama,M,Beige,56,Summer,4.6,No,Next Day Air,No,No,18,Credit Card,Quarterly
2279,61,Male,Gloves,Accessories,Maryland,M,Maroon,25,Fall,3.8,No,Store Pickup,No,No,6,Cash,Every 3 Months
2280,53,Male,Sneakers,Footwear,West Virginia,L,Indigo,67,Spring,2.9,No,Free Shipping,No,No,35,Bank Transfer,Quarterly
2281,22,Male,Shoes,Footwear,Kentucky,M,Red,21,Summer,2.8,No,Standard,No,No,31,Credit Card,Fortnightly
2282,28,Male,Hoodie,Clothing,Kansas,XL,Maroon,27,Summer,3,No,Store Pickup,No,No,41,Bank Transfer,Annually
2283,18,Male,Sneakers,Footwear,Idaho,S,Red,97,Fall,4.2,No,2-Day Shipping,No,No,8,Credit Card,Annually
2284,44,Male,Handbag,Accessories,Ohio,S,Black,45,Winter,4.1,No,Free Shipping,No,No,34,Credit Card,Fortnightly
2285,32,Male,Blouse,Clothing,Iowa,XL,Black,63,Fall,4.1,No,Express,No,No,20,Venmo,Annually
2286,34,Male,Belt,Accessories,Michigan,L,Pink,100,Summer,4.6,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months
2287,67,Male,Socks,Clothing,South Dakota,L,Blue,38,Spring,2.5,No,Store Pickup,No,No,35,Venmo,Quarterly
2288,66,Male,Blouse,Clothing,Nebraska,L,Green,45,Summer,3,No,Store Pickup,No,No,6,Debit Card,Annually
2289,28,Male,Jewelry,Accessories,California,M,Orange,91,Fall,3.8,No,Next Day Air,No,No,50,PayPal,Weekly
2290,70,Male,Shorts,Clothing,Nevada,M,Orange,82,Fall,4.1,No,Free Shipping,No,No,47,Venmo,Weekly
2291,37,Male,Boots,Footwear,Kansas,L,Magenta,48,Winter,3.3,No,Standard,No,No,23,PayPal,Quarterly
2292,28,Male,Coat,Outerwear,Ohio,M,Indigo,30,Spring,5,No,2-Day Shipping,No,No,13,Credit Card,Quarterly
2293,43,Male,T-shirt,Clothing,Vermont,S,Beige,34,Spring,3.8,No,Next Day Air,No,No,31,Debit Card,Monthly
2294,37,Male,Sweater,Clothing,Georgia,L,Green,68,Fall,3.3,No,Express,No,No,16,Debit Card,Every 3 Months
2295,54,Male,Sunglasses,Accessories,Maryland,M,Red,95,Winter,5,No,Express,No,No,40,Debit Card,Annually
2296,50,Male,Hat,Accessories,Connecticut,L,Beige,22,Spring,2.9,No,2-Day Shipping,No,No,45,PayPal,Quarterly
2297,46,Male,Gloves,Accessories,Washington,M,Green,88,Fall,2.5,No,Next Day Air,No,No,50,Venmo,Every 3 Months
2298,60,Male,Socks,Clothing,California,M,Orange,83,Summer,4.7,No,Standard,No,No,1,Bank Transfer,Quarterly
2299,40,Male,Handbag,Accessories,Montana,L,Cyan,87,Spring,2.9,No,2-Day Shipping,No,No,10,Cash,Every 3 Months
2300,64,Male,Coat,Outerwear,Idaho,M,Violet,57,Summer,3.7,No,Store Pickup,No,No,48,Credit Card,Every 3 Months
2301,18,Male,Coat,Outerwear,Pennsylvania,XL,Lavender,88,Summer,4.4,No,2-Day Shipping,No,No,38,Credit Card,Monthly
